Order ID,Product ID,SKU ID,Category,Quantity,Price per Unit
7172,Product_025,SKU_278,Toys & Games,5,148.41
7172,Product_128,SKU_016,Home Appliances,4,215.62
3547,Product_154,SKU_870,Toys & Games,2,544.4
3923,Product_185,SKU_575,Beauty & Personal Care,1,60.47
3923,Product_106,SKU_054,Books & Media,5,924.63
3923,Product_089,SKU_830,Sports & Outdoors,3,719.51
3923,Product_048,SKU_804,Toys & Games,2,296.17
4391,Product_173,SKU_017,Fashion & Apparel,3,695.13
4391,Product_166,SKU_755,Sports & Outdoors,1,271.9
4391,Product_031,SKU_720,Sports & Outdoors,2,653.21
3410,Product_086,SKU_825,Electronics,5,680.9
3410,Product_135,SKU_769,Books & Media,4,852.97
3410,Product_125,SKU_439,Toys & Games,2,167.51
8828,Product_160,SKU_340,Health & Wellness,4,872.69
8828,Product_061,SKU_074,Toys & Games,4,350.98
871,Product_065,SKU_989,Toys & Games,2,83.24
871,Product_010,SKU_337,Books & Media,1,306.63
7910,Product_143,SKU_372,Fashion & Apparel,1,299.86
7910,Product_158,SKU_607,Groceries & Gourmet Food,4,588.24
7910,Product_077,SKU_445,Automotive,1,244.35
7910,Product_096,SKU_334,Home Appliances,3,686.25
7616,Product_006,SKU_246,Automotive,3,938.06
2780,Product_165,SKU_702,Groceries & Gourmet Food,4,659.51
2780,Product_078,SKU_311,Automotive,1,678.74
2780,Product_048,SKU_804,Toys & Games,5,554.32
2780,Product_186,SKU_041,Toys & Games,4,791.14
9581,Product_062,SKU_421,Toys & Games,5,440.53
9581,Product_149,SKU_380,Groceries & Gourmet Food,4,807.44
9581,Product_058,SKU_045,Health & Wellness,1,708.31
9581,Product_199,SKU_346,Automotive,2,133.67
4362,Product_003,SKU_590,Toys & Games,4,216.1
7242,Product_080,SKU_875,Health & Wellness,1,101.68
1421,Product_083,SKU_206,Toys & Games,3,444.43
1008,Product_048,SKU_447,Toys & Games,1,99.61
5293,Product_004,SKU_749,Beauty & Personal Care,4,77.19
5293,Product_008,SKU_388,Fashion & Apparel,4,166.04
5293,Product_143,SKU_510,Fashion & Apparel,3,664.91
8563,Product_156,SKU_339,Beauty & Personal Care,1,35.44
874,Product_097,SKU_352,Toys & Games,2,228.65
874,Product_003,SKU_472,Toys & Games,4,649.14
874,Product_187,SKU_341,Home Appliances,5,316.72
874,Product_150,SKU_839,Beauty & Personal Care,1,83.83
5287,Product_091,SKU_446,Books & Media,1,681.31
24,Product_053,SKU_558,Automotive,3,180.62
24,Product_008,SKU_414,Fashion & Apparel,1,441.18
24,Product_172,SKU_794,Groceries & Gourmet Food,4,578.91
24,Product_160,SKU_436,Health & Wellness,4,644.1
5856,Product_158,SKU_791,Groceries & Gourmet Food,4,54.25
5856,Product_130,SKU_547,Fashion & Apparel,5,418.22
5856,Product_132,SKU_354,Health & Wellness,1,71.95
3971,Product_199,SKU_398,Automotive,1,831.83
308,Product_163,SKU_975,Fashion & Apparel,2,609.7
308,Product_117,SKU_450,Books & Media,4,766.72
6860,Product_076,SKU_886,Fashion & Apparel,2,859.92
6156,Product_094,SKU_578,Home Appliances,5,802.09
6156,Product_162,SKU_384,Health & Wellness,4,894.71
5619,Product_192,SKU_423,Electronics,2,780.34
5535,Product_046,SKU_469,Fashion & Apparel,2,559.82
5535,Product_037,SKU_201,Electronics,5,87.5
9818,Product_040,SKU_236,Health & Wellness,2,341.34
9818,Product_146,SKU_193,Sports & Outdoors,4,865.64
9818,Product_131,SKU_283,Health & Wellness,3,307.42
9818,Product_178,SKU_990,Beauty & Personal Care,3,24.17
9893,Product_200,SKU_271,Fashion & Apparel,2,962.16
2859,Product_132,SKU_893,Health & Wellness,2,598.27
2859,Product_014,SKU_918,Beauty & Personal Care,5,78.82
5029,Product_079,SKU_376,Sports & Outdoors,4,791.11
5029,Product_048,SKU_804,Toys & Games,2,535.23
5029,Product_093,SKU_613,Books & Media,5,360.47
7544,Product_173,SKU_426,Fashion & Apparel,4,330.61
7544,Product_124,SKU_606,Toys & Games,4,697.69
9494,Product_073,SKU_905,Beauty & Personal Care,1,58.39
9449,Product_015,SKU_486,Books & Media,4,694.56
9449,Product_119,SKU_239,Home Appliances,2,208.56
9886,Product_020,SKU_031,Health & Wellness,3,598.65
9886,Product_099,SKU_802,Beauty & Personal Care,3,26.22
9886,Product_122,SKU_680,Electronics,3,976.57
9886,Product_169,SKU_670,Automotive,2,118.56
3068,Product_027,SKU_637,Books & Media,2,483.64
3068,Product_038,SKU_657,Health & Wellness,1,327.04
3068,Product_117,SKU_184,Books & Media,2,851.21
3068,Product_093,SKU_241,Books & Media,2,226.48
424,Product_120,SKU_662,Electronics,2,555.69
424,Product_142,SKU_738,Health & Wellness,5,782.29
424,Product_060,SKU_686,Books & Media,4,492.37
424,Product_143,SKU_950,Fashion & Apparel,2,934.97
6308,Product_073,SKU_456,Beauty & Personal Care,5,76.9
6308,Product_137,SKU_313,Home Appliances,1,116.35
6308,Product_052,SKU_489,Health & Wellness,5,182.53
6308,Product_155,SKU_987,Toys & Games,2,121.05
8930,Product_172,SKU_522,Groceries & Gourmet Food,1,622.04
8930,Product_038,SKU_967,Health & Wellness,1,862.75
8930,Product_179,SKU_060,Home Appliances,3,135.61
8930,Product_179,SKU_835,Home Appliances,3,624.34
1682,Product_090,SKU_132,Toys & Games,5,183.21
1682,Product_066,SKU_182,Home Appliances,3,810.47
1682,Product_008,SKU_388,Fashion & Apparel,1,731.99
3400,Product_055,SKU_080,Automotive,1,616.19
3400,Product_067,SKU_196,Home Appliances,2,129.33
3400,Product_157,SKU_961,Home Appliances,1,664.16
6443,Product_130,SKU_203,Fashion & Apparel,3,930.98
6443,Product_185,SKU_094,Beauty & Personal Care,1,60.02
6633,Product_025,SKU_576,Toys & Games,1,633.26
4132,Product_053,SKU_929,Automotive,1,383.37
4132,Product_186,SKU_537,Toys & Games,3,253.28
4132,Product_142,SKU_005,Health & Wellness,4,534.62
624,Product_124,SKU_501,Toys & Games,3,767.67
634,Product_172,SKU_522,Groceries & Gourmet Food,1,701.04
634,Product_115,SKU_554,Health & Wellness,5,760.37
634,Product_191,SKU_046,Books & Media,2,743.19
634,Product_009,SKU_286,Home Appliances,2,188.02
3797,Product_060,SKU_195,Books & Media,5,159.05
3797,Product_090,SKU_515,Toys & Games,5,511.89
3120,Product_049,SKU_012,Health & Wellness,3,472.67
3120,Product_181,SKU_457,Beauty & Personal Care,2,90.76
5227,Product_071,SKU_894,Beauty & Personal Care,1,35.34
5422,Product_156,SKU_742,Beauty & Personal Care,4,94.55
5422,Product_089,SKU_830,Sports & Outdoors,2,198.7
5422,Product_168,SKU_661,Groceries & Gourmet Food,2,569.72
7965,Product_176,SKU_983,Health & Wellness,5,278.58
7965,Product_003,SKU_784,Toys & Games,3,123.27
7965,Product_119,SKU_303,Home Appliances,2,485.05
7623,Product_116,SKU_232,Home Appliances,2,671.14
7623,Product_128,SKU_600,Home Appliances,1,176.9
7623,Product_191,SKU_046,Books & Media,1,987.31
5669,Product_004,SKU_988,Beauty & Personal Care,3,53.43
5669,Product_171,SKU_931,Toys & Games,2,610.47
5669,Product_062,SKU_459,Toys & Games,1,420.76
4265,Product_113,SKU_066,Home Appliances,4,907.81
4265,Product_143,SKU_109,Fashion & Apparel,3,215.68
2534,Product_164,SKU_281,Electronics,5,752.12
2534,Product_147,SKU_453,Electronics,5,463.87
2534,Product_169,SKU_682,Automotive,2,491.18
8960,Product_150,SKU_839,Beauty & Personal Care,1,91.21
8960,Product_136,SKU_407,Groceries & Gourmet Food,3,545.69
8960,Product_167,SKU_332,Toys & Games,3,628.44
8960,Product_067,SKU_231,Home Appliances,3,552.04
7518,Product_166,SKU_755,Sports & Outdoors,4,809.95
7518,Product_182,SKU_249,Beauty & Personal Care,5,65.68
7518,Product_093,SKU_731,Books & Media,3,948.04
7518,Product_101,SKU_954,Health & Wellness,5,489.76
2171,Product_073,SKU_903,Beauty & Personal Care,4,34.08
317,Product_014,SKU_079,Beauty & Personal Care,3,63.16
7013,Product_190,SKU_127,Groceries & Gourmet Food,3,479.24
7013,Product_174,SKU_734,Health & Wellness,4,128.61
7013,Product_071,SKU_589,Beauty & Personal Care,4,41.4
7013,Product_075,SKU_655,Home Appliances,1,891.91
1409,Product_165,SKU_185,Groceries & Gourmet Food,5,980.49
1409,Product_034,SKU_428,Automotive,1,530.19
1409,Product_145,SKU_374,Fashion & Apparel,1,530.8
1409,Product_089,SKU_864,Sports & Outdoors,4,520.42
6815,Product_129,SKU_829,Fashion & Apparel,2,67.0
6815,Product_066,SKU_210,Home Appliances,3,967.32
6815,Product_184,SKU_902,Toys & Games,1,371.46
4149,Product_063,SKU_085,Health & Wellness,3,364.74
4149,Product_154,SKU_854,Toys & Games,5,689.56
4149,Product_046,SKU_083,Fashion & Apparel,2,313.52
4149,Product_073,SKU_335,Beauty & Personal Care,5,21.58
4806,Product_136,SKU_136,Groceries & Gourmet Food,2,516.89
7339,Product_086,SKU_148,Electronics,2,552.37
7339,Product_038,SKU_979,Health & Wellness,2,558.28
2783,Product_001,SKU_361,Health & Wellness,5,403.3
2783,Product_093,SKU_300,Books & Media,3,567.86
3010,Product_067,SKU_196,Home Appliances,3,646.57
9284,Product_196,SKU_223,Books & Media,1,167.1
9284,Product_004,SKU_654,Beauty & Personal Care,2,49.26
183,Product_104,SKU_073,Fashion & Apparel,1,562.32
5613,Product_183,SKU_175,Fashion & Apparel,2,82.28
5613,Product_042,SKU_316,Books & Media,4,363.74
5613,Product_063,SKU_788,Health & Wellness,1,720.66
3220,Product_129,SKU_829,Fashion & Apparel,5,816.63
3220,Product_185,SKU_404,Beauty & Personal Care,5,64.13
3220,Product_173,SKU_739,Fashion & Apparel,5,581.35
3220,Product_107,SKU_843,Sports & Outdoors,1,656.42
9919,Product_004,SKU_292,Beauty & Personal Care,2,20.33
9919,Product_054,SKU_684,Books & Media,2,678.95
8048,Product_040,SKU_632,Health & Wellness,3,931.4
4990,Product_114,SKU_962,Home Appliances,5,802.19
889,Product_063,SKU_788,Health & Wellness,3,196.85
889,Product_029,SKU_493,Automotive,2,954.45
889,Product_137,SKU_095,Home Appliances,2,847.49
889,Product_022,SKU_683,Sports & Outdoors,2,660.51
1314,Product_174,SKU_302,Health & Wellness,2,414.81
1314,Product_024,SKU_884,Beauty & Personal Care,2,34.3
1314,Product_094,SKU_306,Home Appliances,2,274.56
6353,Product_001,SKU_129,Health & Wellness,2,735.26
6353,Product_091,SKU_807,Books & Media,4,604.37
9426,Product_085,SKU_625,Books & Media,4,712.18
9426,Product_154,SKU_870,Toys & Games,4,380.03
9426,Product_099,SKU_709,Beauty & Personal Care,1,73.08
9426,Product_090,SKU_520,Toys & Games,4,874.19
3439,Product_131,SKU_283,Health & Wellness,2,580.3
3439,Product_082,SKU_844,Health & Wellness,1,979.94
3439,Product_159,SKU_1000,Electronics,5,172.58
1142,Product_133,SKU_591,Toys & Games,4,288.63
1142,Product_024,SKU_582,Beauty & Personal Care,3,87.16
1142,Product_158,SKU_013,Groceries & Gourmet Food,1,342.08
8264,Product_156,SKU_069,Beauty & Personal Care,3,58.46
8264,Product_041,SKU_260,Automotive,5,283.13
5917,Product_055,SKU_230,Automotive,2,581.63
5917,Product_066,SKU_800,Home Appliances,4,476.97
5917,Product_008,SKU_269,Fashion & Apparel,3,885.18
3826,Product_158,SKU_607,Groceries & Gourmet Food,1,147.29
1301,Product_198,SKU_815,Health & Wellness,5,453.84
1301,Product_004,SKU_292,Beauty & Personal Care,5,54.7
1301,Product_114,SKU_735,Home Appliances,3,188.41
1301,Product_199,SKU_051,Automotive,1,292.49
834,Product_158,SKU_180,Groceries & Gourmet Food,2,716.56
834,Product_012,SKU_357,Home Appliances,5,430.53
319,Product_016,SKU_743,Home Appliances,1,312.38
319,Product_167,SKU_332,Toys & Games,3,229.58
319,Product_096,SKU_192,Home Appliances,2,997.54
319,Product_161,SKU_857,Fashion & Apparel,2,230.94
9856,Product_062,SKU_568,Toys & Games,2,666.61
914,Product_084,SKU_146,Groceries & Gourmet Food,2,538.82
914,Product_124,SKU_501,Toys & Games,1,585.97
914,Product_001,SKU_969,Health & Wellness,5,824.68
2262,Product_192,SKU_956,Electronics,1,752.75
2262,Product_021,SKU_504,Groceries & Gourmet Food,4,627.41
2262,Product_162,SKU_964,Health & Wellness,3,66.64
2262,Product_155,SKU_309,Toys & Games,3,461.04
7364,Product_195,SKU_945,Fashion & Apparel,5,499.89
7364,Product_168,SKU_133,Groceries & Gourmet Food,1,323.48
7364,Product_197,SKU_208,Electronics,1,799.49
7364,Product_062,SKU_421,Toys & Games,4,224.06
5836,Product_164,SKU_997,Electronics,5,149.27
5836,Product_050,SKU_092,Books & Media,3,103.87
5836,Product_186,SKU_509,Toys & Games,2,202.74
5836,Product_190,SKU_490,Groceries & Gourmet Food,5,160.6
9781,Product_119,SKU_639,Home Appliances,1,127.92
9781,Product_013,SKU_595,Home Appliances,5,307.11
7997,Product_124,SKU_588,Toys & Games,1,197.64
2298,Product_157,SKU_565,Home Appliances,2,944.08
2298,Product_165,SKU_823,Groceries & Gourmet Food,4,840.45
8710,Product_080,SKU_415,Health & Wellness,4,890.79
8710,Product_017,SKU_556,Beauty & Personal Care,5,64.85
6253,Product_064,SKU_038,Fashion & Apparel,3,761.66
8297,Product_117,SKU_872,Books & Media,4,959.63
8297,Product_023,SKU_605,Beauty & Personal Care,1,87.33
8297,Product_041,SKU_128,Automotive,2,802.22
8297,Product_190,SKU_663,Groceries & Gourmet Food,4,728.09
5005,Product_113,SKU_976,Home Appliances,2,943.44
2014,Product_087,SKU_064,Beauty & Personal Care,3,84.08
2014,Product_200,SKU_601,Fashion & Apparel,2,747.61
7315,Product_142,SKU_005,Health & Wellness,3,932.72
7315,Product_183,SKU_042,Fashion & Apparel,3,252.35
7315,Product_079,SKU_561,Sports & Outdoors,2,135.64
7315,Product_100,SKU_900,Electronics,2,60.68
8930,Product_024,SKU_582,Beauty & Personal Care,3,70.22
8930,Product_004,SKU_753,Beauty & Personal Care,3,99.88
6413,Product_006,SKU_536,Automotive,3,590.39
5299,Product_183,SKU_315,Fashion & Apparel,2,918.3
5299,Product_032,SKU_968,Electronics,1,811.36
5299,Product_139,SKU_563,Home Appliances,5,712.67
4628,Product_161,SKU_857,Fashion & Apparel,2,790.0
3772,Product_036,SKU_947,Sports & Outdoors,1,680.24
3772,Product_109,SKU_451,Fashion & Apparel,1,425.02
6600,Product_091,SKU_646,Books & Media,3,940.65
6600,Product_020,SKU_488,Health & Wellness,5,146.51
6600,Product_008,SKU_269,Fashion & Apparel,1,530.78
6600,Product_150,SKU_822,Beauty & Personal Care,3,46.86
5198,Product_010,SKU_324,Books & Media,4,347.54
5198,Product_089,SKU_864,Sports & Outdoors,2,222.07
5198,Product_126,SKU_336,Beauty & Personal Care,1,35.12
5198,Product_154,SKU_854,Toys & Games,2,139.02
6669,Product_016,SKU_614,Home Appliances,5,955.17
6669,Product_071,SKU_213,Beauty & Personal Care,4,34.27
2008,Product_190,SKU_831,Groceries & Gourmet Food,4,66.5
2008,Product_188,SKU_546,Automotive,4,199.51
2008,Product_121,SKU_758,Groceries & Gourmet Food,1,810.66
7483,Product_012,SKU_091,Home Appliances,2,874.44
7483,Product_123,SKU_432,Automotive,2,857.03
5176,Product_180,SKU_408,Fashion & Apparel,3,891.23
5176,Product_063,SKU_938,Health & Wellness,2,371.58
5176,Product_195,SKU_464,Fashion & Apparel,5,433.04
5176,Product_162,SKU_539,Health & Wellness,5,973.32
4465,Product_034,SKU_724,Automotive,5,560.42
4465,Product_022,SKU_531,Sports & Outdoors,1,863.13
1439,Product_068,SKU_821,Health & Wellness,4,556.98
1669,Product_064,SKU_908,Fashion & Apparel,1,141.63
7048,Product_054,SKU_992,Books & Media,1,794.86
7387,Product_133,SKU_240,Toys & Games,4,591.09
7387,Product_046,SKU_083,Fashion & Apparel,1,808.09
5842,Product_147,SKU_550,Electronics,5,338.44
7496,Product_132,SKU_354,Health & Wellness,3,221.29
3542,Product_029,SKU_631,Automotive,5,997.4
3542,Product_162,SKU_285,Health & Wellness,3,973.35
3542,Product_108,SKU_916,Books & Media,3,899.3
4410,Product_146,SKU_106,Sports & Outdoors,5,207.06
4410,Product_060,SKU_475,Books & Media,4,348.81
4410,Product_093,SKU_693,Books & Media,4,671.23
9410,Product_123,SKU_264,Automotive,3,400.07
9410,Product_173,SKU_183,Fashion & Apparel,4,138.99
9410,Product_110,SKU_798,Health & Wellness,3,606.66
9410,Product_179,SKU_835,Home Appliances,3,457.59
2575,Product_130,SKU_203,Fashion & Apparel,4,195.59
2575,Product_040,SKU_312,Health & Wellness,3,360.87
2575,Product_094,SKU_876,Home Appliances,3,347.9
3326,Product_080,SKU_415,Health & Wellness,1,352.46
3326,Product_093,SKU_241,Books & Media,1,984.14
3326,Product_128,SKU_288,Home Appliances,1,978.07
3326,Product_142,SKU_634,Health & Wellness,3,343.98
4948,Product_084,SKU_146,Groceries & Gourmet Food,2,367.05
4948,Product_168,SKU_133,Groceries & Gourmet Food,4,394.56
979,Product_198,SKU_137,Health & Wellness,3,486.76
979,Product_042,SKU_316,Books & Media,2,419.87
3789,Product_098,SKU_485,Books & Media,3,548.65
3789,Product_183,SKU_191,Fashion & Apparel,1,880.37
3789,Product_141,SKU_887,Books & Media,1,689.71
7155,Product_092,SKU_615,Fashion & Apparel,2,219.87
2325,Product_072,SKU_924,Electronics,5,777.94
2325,Product_128,SKU_288,Home Appliances,3,713.42
4529,Product_071,SKU_986,Beauty & Personal Care,1,35.24
4529,Product_180,SKU_635,Fashion & Apparel,5,620.38
4529,Product_117,SKU_872,Books & Media,1,95.67
4529,Product_032,SKU_347,Electronics,1,58.24
5758,Product_031,SKU_720,Sports & Outdoors,3,249.19
5758,Product_049,SKU_012,Health & Wellness,1,783.55
5758,Product_026,SKU_993,Fashion & Apparel,5,888.53
8308,Product_027,SKU_411,Books & Media,1,311.09
7748,Product_110,SKU_291,Health & Wellness,4,541.77
7748,Product_127,SKU_429,Books & Media,2,167.79
3239,Product_036,SKU_836,Sports & Outdoors,1,143.24
3929,Product_008,SKU_058,Fashion & Apparel,5,543.27
881,Product_066,SKU_147,Home Appliances,3,812.35
881,Product_144,SKU_466,Fashion & Apparel,3,949.27
881,Product_149,SKU_775,Groceries & Gourmet Food,5,898.32
6818,Product_073,SKU_181,Beauty & Personal Care,1,70.75
6818,Product_045,SKU_366,Automotive,3,556.47
6818,Product_178,SKU_808,Beauty & Personal Care,2,91.1
7131,Product_053,SKU_733,Automotive,2,280.88
6413,Product_180,SKU_635,Fashion & Apparel,1,363.81
6413,Product_198,SKU_369,Health & Wellness,3,243.3
6413,Product_021,SKU_694,Groceries & Gourmet Food,2,317.4
139,Product_160,SKU_974,Health & Wellness,3,420.88
139,Product_029,SKU_493,Automotive,2,553.81
139,Product_173,SKU_491,Fashion & Apparel,1,628.72
139,Product_011,SKU_832,Beauty & Personal Care,4,24.2
9299,Product_164,SKU_997,Electronics,5,122.67
9299,Product_149,SKU_319,Groceries & Gourmet Food,2,982.69
9299,Product_186,SKU_509,Toys & Games,5,606.7
9299,Product_135,SKU_304,Books & Media,2,432.49
7707,Product_174,SKU_104,Health & Wellness,5,909.77
4411,Product_146,SKU_067,Sports & Outdoors,2,94.35
4411,Product_041,SKU_260,Automotive,2,738.28
4411,Product_122,SKU_803,Electronics,4,972.47
4411,Product_128,SKU_130,Home Appliances,3,659.64
7159,Product_015,SKU_824,Books & Media,1,718.35
7159,Product_115,SKU_140,Health & Wellness,3,351.48
7159,Product_086,SKU_148,Electronics,4,320.26
7807,Product_124,SKU_501,Toys & Games,5,475.61
7807,Product_026,SKU_993,Fashion & Apparel,2,377.0
7807,Product_132,SKU_748,Health & Wellness,4,573.36
7807,Product_129,SKU_205,Fashion & Apparel,3,118.74
6880,Product_077,SKU_593,Automotive,4,650.3
6827,Product_128,SKU_397,Home Appliances,3,938.86
5694,Product_180,SKU_972,Fashion & Apparel,3,507.77
5694,Product_189,SKU_020,Beauty & Personal Care,5,43.12
9343,Product_039,SKU_586,Groceries & Gourmet Food,1,288.16
9343,Product_085,SKU_160,Books & Media,1,292.65
9343,Product_132,SKU_754,Health & Wellness,2,440.91
222,Product_165,SKU_702,Groceries & Gourmet Food,5,664.81
222,Product_161,SKU_787,Fashion & Apparel,4,629.53
222,Product_173,SKU_500,Fashion & Apparel,1,430.86
3494,Product_110,SKU_798,Health & Wellness,3,892.72
3494,Product_026,SKU_993,Fashion & Apparel,2,139.86
3494,Product_013,SKU_932,Home Appliances,4,118.37
5512,Product_128,SKU_130,Home Appliances,5,59.36
5512,Product_072,SKU_777,Electronics,3,221.97
5512,Product_061,SKU_074,Toys & Games,4,163.54
3732,Product_149,SKU_752,Groceries & Gourmet Food,2,988.28
3732,Product_181,SKU_170,Beauty & Personal Care,3,22.38
9007,Product_151,SKU_781,Automotive,2,250.76
9007,Product_143,SKU_372,Fashion & Apparel,4,180.82
9007,Product_077,SKU_474,Automotive,1,542.81
2843,Product_191,SKU_708,Books & Media,1,946.28
2843,Product_110,SKU_798,Health & Wellness,5,416.52
2843,Product_159,SKU_199,Electronics,5,214.49
2303,Product_110,SKU_291,Health & Wellness,2,711.08
2303,Product_016,SKU_664,Home Appliances,2,75.1
8505,Product_098,SKU_650,Books & Media,5,935.7
8505,Product_060,SKU_195,Books & Media,4,762.91
8505,Product_075,SKU_371,Home Appliances,4,351.32
2715,Product_171,SKU_215,Toys & Games,4,578.48
2715,Product_043,SKU_669,Toys & Games,1,623.52
8718,Product_199,SKU_398,Automotive,1,200.68
8718,Product_085,SKU_152,Books & Media,2,793.81
8718,Product_130,SKU_113,Fashion & Apparel,3,749.95
813,Product_168,SKU_661,Groceries & Gourmet Food,2,436.5
4271,Product_071,SKU_894,Beauty & Personal Care,2,46.89
3474,Product_081,SKU_774,Books & Media,4,252.74
4353,Product_057,SKU_168,Automotive,1,878.59
4353,Product_153,SKU_322,Toys & Games,1,129.51
4353,Product_199,SKU_398,Automotive,1,429.37
6847,Product_134,SKU_984,Beauty & Personal Care,2,91.38
6847,Product_092,SKU_494,Fashion & Apparel,3,559.67
4081,Product_173,SKU_183,Fashion & Apparel,3,537.37
4081,Product_006,SKU_001,Automotive,1,193.06
4081,Product_113,SKU_102,Home Appliances,5,629.57
9232,Product_117,SKU_872,Books & Media,2,933.18
9232,Product_183,SKU_191,Fashion & Apparel,5,434.56
9232,Product_106,SKU_706,Books & Media,3,255.83
9232,Product_190,SKU_448,Groceries & Gourmet Food,5,451.7
85,Product_164,SKU_865,Electronics,5,479.89
5887,Product_089,SKU_864,Sports & Outdoors,3,230.21
5887,Product_081,SKU_035,Books & Media,4,477.79
5887,Product_162,SKU_285,Health & Wellness,2,887.82
9868,Product_088,SKU_326,Electronics,2,76.7
9868,Product_182,SKU_061,Beauty & Personal Care,3,25.05
9868,Product_021,SKU_504,Groceries & Gourmet Food,4,266.1
9868,Product_138,SKU_330,Toys & Games,4,129.47
1352,Product_046,SKU_469,Fashion & Apparel,2,965.67
6131,Product_160,SKU_861,Health & Wellness,4,462.41
8134,Product_117,SKU_621,Books & Media,4,371.28
8134,Product_017,SKU_126,Beauty & Personal Care,4,80.14
5276,Product_077,SKU_593,Automotive,2,689.46
5276,Product_127,SKU_860,Books & Media,3,706.78
5276,Product_059,SKU_840,Fashion & Apparel,4,485.1
5276,Product_156,SKU_834,Beauty & Personal Care,4,98.81
9029,Product_150,SKU_839,Beauty & Personal Care,1,56.45
9029,Product_186,SKU_537,Toys & Games,5,175.27
1385,Product_064,SKU_767,Fashion & Apparel,5,653.73
3748,Product_118,SKU_527,Toys & Games,1,146.76
3748,Product_071,SKU_213,Beauty & Personal Care,5,74.38
3748,Product_064,SKU_908,Fashion & Apparel,4,972.32
3748,Product_142,SKU_738,Health & Wellness,4,73.28
9279,Product_081,SKU_115,Books & Media,5,852.39
9279,Product_099,SKU_709,Beauty & Personal Care,4,21.23
9279,Product_078,SKU_149,Automotive,5,308.98
9279,Product_060,SKU_207,Books & Media,3,547.56
6731,Product_091,SKU_799,Books & Media,2,339.59
6731,Product_198,SKU_171,Health & Wellness,1,829.1
4724,Product_073,SKU_596,Beauty & Personal Care,3,70.75
9827,Product_141,SKU_545,Books & Media,4,476.11
9827,Product_134,SKU_996,Beauty & Personal Care,4,36.91
9827,Product_105,SKU_925,Fashion & Apparel,5,500.93
9827,Product_004,SKU_642,Beauty & Personal Care,3,57.72
8124,Product_074,SKU_043,Beauty & Personal Care,5,53.33
9981,Product_089,SKU_364,Sports & Outdoors,3,717.42
9981,Product_054,SKU_410,Books & Media,1,121.2
9981,Product_091,SKU_677,Books & Media,1,593.79
9981,Product_169,SKU_741,Automotive,1,713.87
2919,Product_124,SKU_711,Toys & Games,5,938.97
2919,Product_067,SKU_231,Home Appliances,5,456.41
2919,Product_146,SKU_106,Sports & Outdoors,5,864.47
2919,Product_113,SKU_066,Home Appliances,3,838.01
8036,Product_073,SKU_903,Beauty & Personal Care,4,79.95
8036,Product_101,SKU_954,Health & Wellness,5,176.81
9054,Product_169,SKU_741,Automotive,1,928.07
9054,Product_023,SKU_103,Beauty & Personal Care,4,24.74
9054,Product_051,SKU_765,Automotive,5,687.4
9054,Product_080,SKU_415,Health & Wellness,5,165.32
5932,Product_190,SKU_663,Groceries & Gourmet Food,2,976.11
5932,Product_171,SKU_382,Toys & Games,2,333.98
7294,Product_117,SKU_450,Books & Media,2,184.32
7294,Product_165,SKU_185,Groceries & Gourmet Food,1,390.83
7294,Product_101,SKU_059,Health & Wellness,2,134.88
7673,Product_189,SKU_567,Beauty & Personal Care,2,97.59
7673,Product_156,SKU_245,Beauty & Personal Care,1,82.56
7673,Product_017,SKU_126,Beauty & Personal Care,2,21.86
2230,Product_052,SKU_641,Health & Wellness,2,345.45
2230,Product_142,SKU_580,Health & Wellness,1,101.53
2230,Product_094,SKU_648,Home Appliances,4,128.29
7420,Product_198,SKU_171,Health & Wellness,5,514.13
7420,Product_004,SKU_959,Beauty & Personal Care,3,47.71
7420,Product_126,SKU_651,Beauty & Personal Care,5,65.82
7420,Product_178,SKU_705,Beauty & Personal Care,2,72.67
9363,Product_156,SKU_069,Beauty & Personal Care,2,94.7
9363,Product_146,SKU_067,Sports & Outdoors,5,125.62
9363,Product_133,SKU_579,Toys & Games,1,910.29
7527,Product_162,SKU_964,Health & Wellness,5,466.7
7527,Product_153,SKU_838,Toys & Games,5,785.25
3073,Product_046,SKU_936,Fashion & Apparel,3,123.25
3073,Product_116,SKU_628,Home Appliances,2,598.48
3073,Product_028,SKU_039,Books & Media,5,600.27
3366,Product_024,SKU_668,Beauty & Personal Care,5,37.49
3366,Product_106,SKU_145,Books & Media,5,179.61
9240,Product_148,SKU_963,Groceries & Gourmet Food,4,395.35
9240,Product_184,SKU_746,Toys & Games,2,269.15
3828,Product_176,SKU_503,Health & Wellness,3,674.42
3828,Product_171,SKU_931,Toys & Games,3,675.98
6469,Product_148,SKU_265,Groceries & Gourmet Food,2,360.32
6469,Product_016,SKU_743,Home Appliances,5,963.81
726,Product_080,SKU_415,Health & Wellness,1,695.59
726,Product_197,SKU_604,Electronics,3,683.18
726,Product_168,SKU_751,Groceries & Gourmet Food,3,551.07
726,Product_045,SKU_608,Automotive,5,149.05
7837,Product_034,SKU_724,Automotive,1,801.91
7837,Product_173,SKU_553,Fashion & Apparel,3,435.54
7837,Product_006,SKU_745,Automotive,5,182.54
8292,Product_185,SKU_722,Beauty & Personal Care,4,42.03
7578,Product_077,SKU_445,Automotive,1,464.93
7578,Product_124,SKU_405,Toys & Games,1,421.64
5574,Product_197,SKU_161,Electronics,1,695.8
2657,Product_119,SKU_071,Home Appliances,3,67.98
2657,Product_049,SKU_012,Health & Wellness,1,267.74
